reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
6d32784b-4b9c-4e04-9516-d599093d5f1c,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"""Netflix household"" Whoever the idiot is that decided this was a good idea and those who agreed with it need to be fired and promptly banned from ever getting a job at any place similar to this. The fact that someone can suggest this is 1000% anti consumer and whoever greenlite it too. Imagine how dumb you have to be to think making a MOBILE APP THAT HAS TO BE PAYED FOR MONTHLY have temporary use outside of your home. Why do you even have a download option if it'll no longer work",1,3,8.131.0 build 3 50829,2024-09-15 19:47:02,,,8.131.0 build 3 50829
3465df89-7b67-4571-b992-49ffd7b9776c,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Thanks for adding meta AI please add option voice command also to do smooth using benefit of this AI features like chat GPT in whats app and face book . Please add this option in intagram & youtube Facebook instead of community and add short video option in like you tube short video for making social gathering for birthday celebration or advertising of our business products Job hai app se kuchh seekho aur aap or app ko update kro please improvement must be required to stay in market a now a days,1,0,8.54.0 build 10 50342,2024-09-15 06:30:09,,,8.54.0 build 10 50342
713d736c-f264-49d6-bfc6-a635f7c836fe,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I. Not saying. You GOING out,1,7,8.130.0 build 3 50815,2024-09-06 20:38:12,,,8.130.0 build 3 50815
1b95a8dc-375f-4966-8d24-1f953c50401d,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,No one wants to watch ads.,1,9,8.130.0 build 3 50815,2024-09-06 19:56:17,,,8.130.0 build 3 50815
360c2389-c711-4a6b-9142-bf2b14e12ba5,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Kicks me out everytime I leave my house. I'm so tired of having to get a code to watch my own freaking account. This has gone too far. Netflix household ruined the whole experience.,1,15,,2024-09-04 11:34:23,,,
9370b959-f3fd-4d91-87d3-82e1a045323f,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Can't uninstall this app, hence I must disable it. And before I subscribe for PC games ported for Android (there are still companies around where I can buy ports the old fashioned way), I'd rather buy a Steam Deck for mobile gaming, but I prefer my stationary PC anyway anytime it's possible. Nuff said.",1,8,,2024-08-31 09:29:37,,,
04426e25-de32-4a41-be28-462a27fe81c6,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Web serise,5,0,,2024-08-27 04:55:06,,,
67c002c6-1144-42a0-9b67-678f6d978ef6,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"The focus on games in the app is super annoying. Please remove this, or add an option so you can disable this. It will make the user experience so much better for everyone.",2,20,8.128.0 build 5 50793,2024-08-26 10:08:15,,,8.128.0 build 5 50793
2964b4cf-4809-4a2e-a3a4-2470f9f3756b,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,It has alot,1,10,8.128.0 build 5 50793,2024-08-23 09:50:12,,,8.128.0 build 5 50793
b295e1b0-9bdf-4bf4-baec-d185c175a4f6,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Awesome,5,0,8.123.0 build 9 50748,2024-08-23 09:46:55,,,8.123.0 build 9 50748
8e5185b2-bd90-493e-94d7-6b965046cadf,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Best for all ages,5,3,8.128.0 build 5 50793,2024-08-23 09:44:31,,,8.128.0 build 5 50793
23ad8a87-77c6-4c7f-abf8-4fc8432d2b67,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Good,5,2,,2024-08-23 09:35:58,,,
56fa0d83-5c8a-4090-94be-962e794c1eb5,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Chiness drma hindi dubbed please bring me pls,4,2,8.128.0 build 5 50793,2024-08-23 09:20:04,,,8.128.0 build 5 50793
c1ffaf2d-f8b9-4bf5-9dd2-dcba74d887e6,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,My name is mubarak,5,0,,2024-08-23 09:17:36,,,
3f345adf-abaa-48d2-b979-8c180456a75c,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Have to switch on captions every single time. Even after switching it on, it doesn't get reflected easily. Have to close the app multiple times and then restart. Such a menace.",1,12,8.127.1 build 10 50788,2024-08-23 09:16:25,,,8.127.1 build 10 50788
ace1341a-e187-4f22-a6cc-14108c91097f,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,very nice for movie 🍿,5,3,,2024-08-23 09:09:59,,,
aadf9544-1163-47a7-ba4e-6c5a709ed925,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Nice,5,1,8.128.0 build 5 50793,2024-08-23 08:56:50,,,8.128.0 build 5 50793
bdd0a17b-9883-41b0-8af5-99d5585ebfc6,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Brilliant, thank you 😁",5,0,,2024-08-23 08:44:58,,,
75b369ac-e2bb-4c0d-9133-cf013b509cae,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,It makes me out again and again because of Netflix household I recommend Netflix to remove Netflix household,1,19,8.128.0 build 5 50793,2024-08-23 08:22:08,,,8.128.0 build 5 50793
a147fa82-8294-424e-8c44-c173506c51dc,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Good,5,1,,2024-08-23 08:06:24,,,
b616e9c1-4129-4c6d-90c7-5ac7a335a3cd,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Next update will make astro boy tobio 2009,5,0,8.128.0 build 5 50793,2024-08-23 07:56:20,,,8.128.0 build 5 50793
6c366648-bd79-4079-8a9b-dd27847f96f1,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Avarage hai,2,2,8.128.0 build 5 50793,2024-08-23 07:52:53,,,8.128.0 build 5 50793
1fac089f-d2ae-40b8-a58d-202990ae402c,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"This app won't load on my phone. Every other device I have, it will open.",1,9,8.127.1 build 10 50788,2024-08-23 07:52:14,,,8.127.1 build 10 50788
16df3896-3961-4a79-ac9b-83a93bf85c5a,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Good,1,0,8.72.1 build 6 50434,2024-08-23 07:16:17,,,8.72.1 build 6 50434
2d3322ea-955b-4cff-89f2-b47cc60af740,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,1st time m facing issue to open Netflix... Can't connect to Netflix... Not apppricated,1,9,8.127.1 build 10 50788,2024-08-23 06:58:51,,,8.127.1 build 10 50788
c1430eb8-2fea-4cc5-8042-89d3e5877f4b,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,মাদারি মাঘীর ফোয়া,5,0,,2024-08-23 06:26:01,,,
